Sample,PLASMA01,PLASMA02,PLASMA03,PLASMA05,PLASMA06,PLASMA07,QC1,QC2,QC3,QC4,QC5,QC6,SERUM01,SERUM02,SERUM03,SERUM04,SERUM05,SERUM06,WB01,WB02,WB03,WB04,WB05,WB06
Label,Plasma,Plasma,Plasma,Plasma,Plasma,Plasma,QC,QC,QC,QC,QC,QC,Serum,Serum,Serum,Serum,Serum,Serum,whole_blood,whole_blood,whole_blood,whole_blood,whole_blood,whole_blood
523.8618__45.01,961068.52458,1026364.81656,842809.85349,562746.85137,616902.2525,582092.66906,1471459.41034,1439810.08515,400376.75062,279019.34868,346725.9907,173405.39782,NA,NA,NA,NA,NA,NA,177335.1538,60920.06398,42366.92903,86009.41687,127054.1641,55708.48566
526.7734__38.3,768790.81516,911763.74915,887705.91789,1140537.04579,1807027.55421,1584269.3685,819237.70761,2556348.33524,2511779.85269,2301812.19198,817480.02108,2372490.08586,2715749.94025,3481720.91494,2841336.72281,3493481.87764,2554880.73187,2876427.358,NA,1427852.97326,1511126.58645,1513025.28498,1375785.46055,972960.82235
528.8921__38.77,3856705.4611,1082150.69145,2118841.87534,1548747.69511,1495474.25129,2012616.32858,1699886.34718,1478237.36321,1354473.43753,1908079.49361,1806272.63981,1577581.66454,9072816.60296,9359176.5978,9647942.64238,9159664.87062,8961243.01145,8823445.75675,3219740.79696,2722037.34083,2824578.68771,3793537.09862,2992123.71767,3543745.38983
532.0505__43.83,NA,30733.99762,106566.06924,46634.0387,NA,NA,726513.12873,923491.72221,1119550.32598,947963.7005,884275.90905,1009126.39335,NA,NA,NA,NA,NA,NA,356551.30447,65693.96374,19539.41324,158425.15075,148130.25198,277575.35443
532.6298__38.04,630259.94856,591489.33232,613659.42363,707422.51074,788970.20486,388387.77385,1858216.98656,1725409.16786,1743212.93286,1763328.00445,1525663.71166,1580457.57441,230503.6795,137488.63666,128374.06725,87375.85004,133412.52248,141802.67621,585312.51046,329682.64274,397414.10388,384465.40993,471074.21186,779331.30271
532.7191__38.41,1204478.16193,1231859.03597,1098908.81012,1359480.39113,1325431.14422,1278141.11408,1674795.11091,1667358.77271,1579600.55208,1254755.59799,1530511.62764,1412530.29217,1235991.91531,1480636.95251,1545335.07105,1599976.66802,1523051.69012,958509.27717,122298.94085,NA,517793.05642,92062.991,500905.63078,30638.24065
534.7162__38.4,2071035.1137,2118121.9515,2372244.50623,2409016.55953,2319235.61064,1968360.46388,2774871.99769,2790500.2872,2810342.25273,2952178.03739,2666160.38477,2610216.57435,2389651.14851,2612614.77962,2402200.54068,2756053.1237,2366599.31115,2478058.75838,83467.78199,202199.03341,161032.37915,57450.77047,111781.93743,73239.50931
534.8994__38.81,10050530.55313,10841102.00453,11161084.48997,9621077.51721,9948005.10567,10785608.36446,6445860.81082,6812422.42996,7223917.57118,6618803.53163,7254187.17427,6928851.04898,37920.58194,55969.58362,158941.66474,NA,NA,23124.08598,2584871.50248,1321178.98472,1471422.66069,2471667.72121,2199212.81965,2635767.83872
536.7131__38.37,1323220.76799,1394613.47133,1464357.19552,1732237.35131,1468918.09787,1479871.91967,1831075.17256,1736250.51288,2056696.49177,1761195.1977,1708121.7283,1585948.78636,1643912.10432,1880187.95184,1724648.53102,1830208.12749,1679901.31373,1762711.42895,145692.85362,42723.60426,73225.5191,48869.46681,132030.31572,131655.77233
538.6643__38.2,362108.27778,312770.39053,361366.03541,563218.44716,390043.72921,350036.77587,533624.39681,935669.41935,574427.06382,852044.69525,1005683.31977,853209.75955,NA,NA,NA,NA,26813.73139,NA,293480.06412,114243.22152,226110.13178,728048.3051,283459.48897,183572.54961
538.8934__38.87,1049082.89603,637685.64549,1191728.16864,1194900.56373,633239.5494,1126521.529,799478.51026,722472.01381,705735.05166,676234.05034,545180.10663,785438.81924,3769901.60992,3882602.07158,NA,3954305.96997,NA,NA,341644.13427,61644.85979,20792.44808,61834.42753,134875.37948,169711.59523
540.6614__38.33,1101916.23094,1177059.83113,1245238.43764,1152856.92767,1282541.68338,1101255.87804,2326166.93922,2202955.1438,2193706.79257,2162962.993,2092221.72837,2220699.36675,741733.2014,84845.048,77204.58736,1253109.91587,59552.63025,22754.86648,676191.8296,511705.45386,708189.36736,708906.70287,594065.80021,710739.45854
542.7474__38.53,1327365.83261,946305.13274,1260069.65907,1004182.22059,1330549.6624,920930.54276,1259879.84903,1296594.72713,1239879.94204,1154152.98334,1932997.4272,1929410.94763,481124.15471,1001283.51604,981935.1628,604130.38517,1586420.92709,1030113.4381,944247.6018,NA,33605.02611,18934.91718,805762.18658,49921.55311
543.1327__40.3,NA,NA,NA,NA,NA,NA,21849.34011,61950.24652,33941.51986,98108.62448,148864.24359,110390.36042,NA,NA,NA,NA,NA,NA,2120038.09814,1401110.91213,2639969.28334,198310.80643,2940040.98854,2129870.65271
544.617__38.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1743158.23527,1393925.694,1928956.33587,1247710.80429,1542194.39196,1810717.84738,NA,NA,NA,NA,NA,NA
544.7448__38.62,1731562.29938,1778155.61588,1748541.4151,1851464.79524,1657577.83303,1871244.47219,1703727.89729,1516810.89653,1950731.39895,1690228.30191,1832590.12829,1611976.63038,1448423.72368,1764235.74713,1214514.205,1803528.92695,1535934.13684,1303992.34185,161334.99686,1652236.90826,106919.98633,53278.08373,97952.50776,1976206.80633
544.9282__39.15,2862978.96615,3177320.60754,2908158.73439,2745687.89506,2490265.66551,3137921.0561,1537045.74334,1380015.74068,1558532.34878,1282573.77634,1633539.25613,1473206.93648,NA,NA,NA,NA,NA,NA,458962.29455,343238.33932,235728.48385,148648.09625,211167.91929,253094.70918
546.7415__38.48,796253.17273,818230.24928,525738.35631,876940.80734,814197.73678,797073.39634,827409.31189,831740.37694,800351.84403,766982.01627,849491.39153,828214.11736,5399113.21026,1022606.69094,5503514.32642,4586126.1703,453480.59627,5545350.96001,1078360.16105,NA,1195361.732,1058204.46638,15875.21569,1292633.31219
546.9251__39.18,1053856.31518,1259866.65049,1223271.95615,1031002.41908,771930.71576,1102873.29501,289045.3162,405798.53467,527277.158,301729.09868,410819.59153,410611.17527,NA,NA,NA,NA,NA,NA,1343395.61276,NA,1760510.87029,NA,NA,19850.50791
549.0771__40.21,1303291.94882,1192823.74043,1157094.6168,1987448.2694,1649152.97991,1420249.43669,342045.60264,630156.74141,448819.71974,483792.90039,705026.13346,590635.13022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
550.69__38.31,1370544.62763,1343266.81444,1318913.18173,1375533.45587,1295799.13584,1360616.427,2033622.81695,1918399.37469,1821030.72718,1912973.24131,1958008.5569,1852227.08874,59665.34309,4915232.75477,5281591.82342,4257528.98036,5005544.0757,5368086.60943,818550.2625,615898.59035,728616.87753,701178.89461,408138.76669,801448.6076
550.8733__38.87,4013444.01081,4548672.05316,4712499.94072,3682941.22371,3764353.88425,4632071.79471,3245448.66987,3140900.88223,3298732.30275,3303178.75619,3423001.31436,3750765.71096,1348399.61569,NA,365357.54635,1022527.83908,1576799.48279,981654.98271,4300222.55621,3608303.95316,3618411.77833,4230952.97442,3611985.08342,3578820.56766
551.0715__43.2,4485519.40791,4155572.52512,4206840.39,5159906.0455,4495805.58304,4116953.4254,836892.50724,1129588.81561,1486241.35033,1421122.93906,1942322.55445,1663141.70053,NA,NA,NA,NA,NA,NA,1068658.82728,182430.90532,179673.43646,80246.79682,681854.08592,591693.29892
552.6871__38.35,881084.33348,931270.03671,856679.38431,607123.21976,929423.27457,1131418.02716,1390355.50225,1240651.45608,1213405.51506,1452746.94826,1254679.52449,1381355.54291,2149276.35567,2039523.77472,2522027.97248,1828363.85355,1978199.33287,2307721.21603,625227.23009,393683.8632,433341.42023,300226.92431,411242.52296,549037.19891
552.8703__38.88,2869416.68748,866638.6531,3531954.80446,2750466.64897,721541.9505,3423255.33166,2183841.47121,767700.08399,775163.38122,2435346.06202,2571293.68524,768121.42503,NA,NA,637955.70942,NA,874664.09339,NA,3143774.1179,2535587.5901,2411132.54046,3215923.86467,2969227.6386,2263834.97819
554.7732__38.53,831132.54913,867864.05594,624719.05599,403057.67052,645157.62804,907688.06906,573239.71576,462914.64038,550069.95962,642961.60484,652507.24953,632218.34992,3783909.41771,3670247.04216,4252255.89109,3629857.5521,3810697.79664,3965087.65766,551349.88808,12526.34735,NA,NA,489022.31156,485737.68588
554.9024__38.53,3473252.58261,3796837.04702,4274216.571,4479727.83769,4348187.10071,3902596.85699,2421723.47408,2364836.90392,2665414.53524,2285352.31161,2593341.66619,1752188.39078,NA,NA,NA,NA,NA,NA,164913.06008,50676.05117,15476.89366,70745.88203,141791.5572,36692.16639
556.8997__38.51,3306325.52799,3796138.84072,4084300.99685,4149725.80409,4327933.05692,3917653.93479,2235529.91899,2313462.11697,2239244.17018,2083138.57719,1921638.78643,2501673.06259,NA,NA,NA,NA,NA,NA,123648.09567,119948.49844,103702.59645,43369.73294,475126.62932,66735.38115
558.8965__38.28,1140209.5773,906713.92347,1142015.23419,1248971.33404,526090.80413,931700.34091,430603.45947,642699.29859,571656.96399,604748.13927,568771.40142,460669.76732,NA,NA,NA,NA,NA,NA,NA,NA,13775.53071,17762.0175,NA,NA
560.7185__38.53,803561.43687,1058465.6462,1007157.80018,713412.38543,800700.12158,1045088.69875,1108194.88645,1222703.14138,1176868.46665,1109544.53281,1263328.19774,1241931.9299,7613674.34006,6487694.78946,7768816.56206,6771439.851,7370837.56429,7749780.80718,322474.13918,159057.31893,444766.53056,132146.12398,183928.89292,266356.61123
564.6745__38.22,155213.5441,NA,19268.37034,49090.00616,87803.42175,37239.03874,64642.86646,121508.92075,83375.22045,NA,117533.7887,NA,1676717.28192,1443273.03338,1731626.02707,485933.11298,6280899.83389,1817663.37164,NA,NA,NA,908240.61581,NA,NA
566.8469__38.53,603979.91116,964619.50597,973142.47277,618222.95917,634973.43539,975883.82658,607423.35412,546410.79075,797374.51441,456935.51208,882936.74975,796450.63602,13995907.74545,13543887.02365,14703045.64845,13309872.27773,13312889.10953,13448840.56113,1206759.609,929563.44471,3069532.28773,3465641.1769,3402611.72476,2827816.27185
568.7565__38.51,NA,684271.03489,837870.93485,607372.79678,NA,NA,NA,NA,NA,NA,NA,567886.45306,13509474.8998,13065372.93132,14257558.51844,12477604.38831,13041365.82815,13716075.81552,2993327.89497,648755.83311,2845307.75103,3087942.27043,745860.45057,700686.16435
570.8764__38.6,365443.70861,4460321.6206,5120689.39853,4795984.13522,4841672.67819,4690941.96379,3601848.48836,3354089.54614,3578589.74305,3349678.83363,3529145.71089,3525084.17819,7118458.93116,6742860.80455,7541973.09686,6649903.44682,6568768.50152,7102903.31268,1367734.98502,501963.07542,589725.9445,753004.59945,1132310.88572,950809.54157
572.8738__38.57,4145264.40947,5038815.11065,4809763.11224,4395986.47706,4104283.42172,4767913.20629,3218210.30898,3857576.53617,3573471.9659,3943275.86349,3341504.13846,3782752.04685,NA,1922589.90536,2111584.49361,1947457.9785,1945798.16306,2239815.93165,1367871.78936,938853.41231,1181482.64962,586669.00231,940217.73069,1063061.60832
576.8842__38.42,6096871.04401,5909519.29328,6005197.30801,6577817.65753,6638524.03176,5948200.76814,3534396.30996,3374243.16335,3482031.50867,3501300.88607,3244760.59478,3283692.20997,12300271.9986,12452269.34788,12931717.04973,12175237.119,11997973.11787,12579586.21575,634625.11006,NA,NA,470022.06236,78329.24626,42817.39851
578.8809__38.45,5942489.90832,5883731.87919,6083592.61459,6281174.60109,6228863.81696,5613367.23824,3501299.23963,3194145.34246,3306892.92007,3448798.13084,3432716.02103,3665363.81582,9564879.87534,9903260.31753,10420221.53567,9667253.49472,9383352.47632,9918934.34082,110035.15511,23291.29692,19046.34762,61127.30203,74909.95939,202897.86206
586.7295__38.44,558193.35603,2061312.7837,482666.48677,1799392.68692,796569.4432,430894.52852,473193.62932,1733572.60312,1048426.04493,897954.37294,1696457.55859,1027093.9453,1874340.03173,2045819.48569,9229487.0393,1414392.67117,1615052.42566,8390869.09241,2564355.10604,2049365.31633,2161706.25682,2470913.62671,2331069.10057,2344168.1374
586.9129__38.7,4162824.30408,4316451.85002,4023603.56919,4202936.69753,4243285.16391,4102321.59339,2031890.15897,2048362.05152,2126723.94664,1991253.58959,2063738.78579,2144001.35667,NA,NA,NA,NA,NA,NA,11638.54257,NA,15198.87624,52385.1989,35335.51286,15996.76353
588.9099__38.77,2561788.5533,2590716.74921,2568080.71181,2852484.07989,2760318.18262,2504419.79635,1118967.50115,1277626.57533,1247541.18275,1291488.6923,1031809.0344,1046677.14834,NA,NA,NA,NA,NA,NA,1199227.68136,NA,NA,9166.29912,1043908.139,1015745.56973
592.6748__38.44,1538309.51989,7196085.50728,8011628.78999,7565513.95406,7982792.23861,7862027.83859,5085086.74742,2038733.52549,2114784.00071,4146077.86966,5611394.94839,1854735.96891,2607555.96673,3227533.57826,2385914.93104,2767967.78004,2730931.83372,2757590.81261,1327637.6265,NA,50995.67226,53113.80227,43448.2198,1435908.62469
594.7611__38.53,7691837.87677,8267798.18999,8578416.48357,1307463.57173,8175190.26664,1078968.31642,5536322.82749,5502763.88369,1690267.20418,5757109.58378,6081736.02863,5871030.37991,2020591.81104,2518102.68787,3190655.13995,2314272.23998,2108229.44307,3403882.65036,1542889.10354,NA,NA,1410956.87016,NA,1566438.61938
596.7581__38.53,598788.21323,2614495.70132,2686137.12686,2588243.99392,490376.7206,2612033.20784,1960025.69196,1890613.5969,1732382.30597,1927118.13333,1874397.4361,2180721.80511,856110.97257,955488.23364,4865814.74312,952845.35376,4583374.68777,4490196.16983,NA,NA,NA,NA,NA,NA
596.9413__39.28,1444114.05755,1489254.26948,1407796.12179,1535166.54668,1264283.01368,1499363.77663,295723.0024,419696.5794,405432.05089,273449.97391,502699.21859,339771.76994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
600.7058__38.33,862202.51965,797442.87422,679825.21307,922312.55763,642291.01346,625830.99773,1886285.56811,1699211.68747,1747080.21238,762500.18764,1779525.63669,800469.6259,1377763.40231,499710.14682,853156.95191,972653.74579,726888.85421,663049.84021,68782.49742,NA,43292.64816,NA,NA,44168.74685
602.8231__38.69,3948106.26515,4209615.84478,3897018.12698,4170927.30649,3689797.32299,4094511.18093,2141119.68351,2366648.97739,2354220.02266,704656.91232,1381046.86486,1500931.45409,1618075.63238,2335278.00698,1734339.05154,513649.51983,1587983.20348,1571425.46865,810174.55289,2090672.85715,2534399.02844,489867.17015,855975.08935,589392.3205
604.822__38.73,2730667.23469,2963431.28183,2859504.40391,1026821.51578,2700796.83592,3149744.16792,1493401.26616,1645957.18366,1116562.32781,1554181.47952,1609479.70221,1403443.97709,1164986.45257,1154136.45524,NA,NA,1215442.45437,894508.6165,2047563.18425,2291400.73386,2462843.04785,2566225.07958,2087324.10852,2200660.64577
608.8322__38.6,3969025.70743,4320256.62804,4624669.78579,3895723.52324,3919457.46485,4446946.87683,2919977.57441,3288416.15383,3390492.66572,3334436.40649,3829358.19323,4018801.49022,NA,NA,NA,NA,1219140.55743,NA,2996532.60714,2202284.52731,2049464.64258,3025774.79614,2669489.06029,2442884.27138
610.6455__38.3,788135.56468,951542.17798,869170.97385,874118.14378,735882.15382,909211.52194,1340172.55589,1232396.64945,1533973.33289,1247672.7536,1375815.17822,1382244.5457,2464283.20237,2253638.44769,2880187.40705,2242762.08728,2405850.12087,2664634.43089,484756.84541,163085.05869,286881.85601,115701.61013,307866.38523,341975.99769
610.8291__38.69,4310408.19834,5097474.59337,5225036.13458,4399723.23315,4323508.55256,5238906.19207,3831661.38521,3682201.84209,4077533.72474,3848777.1606,3971293.1085,4111852.52949,NA,NA,NA,NA,NA,NA,3753486.77702,2923592.26803,2871232.68492,3560790.97432,3277441.08386,3440696.21326
612.604__38.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,21970.36163,23278.3658,20424.44546,2057498.19093,867818.84297,2311801.10338,2087445.89871,2183120.2166,2078862.56779,NA,NA,NA,NA,NA,NA
612.7322__38.57,939985.14324,1803682.26478,1942590.65182,976457.96609,961717.04405,2000903.79561,637143.25121,1322300.09051,797617.99451,1428613.78785,663048.88708,1480916.59411,730525.18502,956676.77374,840324.09932,258612.18013,104097.26851,222200.58414,1267319.13864,1016290.57182,11713.56697,1084919.93056,NA,1236911.58757
612.9152__39.38,935446.75489,1189970.32553,1089950.37616,1176604.85748,1104079.97742,1192430.75951,248155.58372,222624.54207,430464.90194,465844.15657,485085.54578,494106.37411,NA,NA,NA,NA,NA,NA,13997.506,NA,38462.91373,23190.2059,NA,NA
613.1595__42.84,NA,NA,NA,NA,NA,NA,877673.74377,973975.87004,1194377.57911,1095180.13913,1304409.92801,1133136.68509,NA,NA,NA,NA,NA,NA,4598380.84856,4435740.51627,5448271.85586,3084808.22904,6496025.26152,7158912.06583
614.6013__38.2,NA,NA,NA,NA,64454.59375,NA,NA,389327.99443,NA,68091.44518,NA,NA,6741549.73954,6380419.04685,7341531.41035,5950718.11583,5808412.48558,6567905.13546,NA,NA,NA,NA,NA,988037.53326
618.8603__38.77,1543394.3032,1982388.16627,1814953.68998,1554742.01281,1334909.35515,1838136.40076,928530.31351,1073266.6087,1105347.73588,1081017.00075,1419028.3608,1078771.36924,NA,NA,NA,NA,NA,NA,524244.5599,635076.70545,704134.57932,1397309.72892,853348.60554,725525.37068
620.8266__38.61,635121.95994,303434.53083,793779.10878,1002149.52772,643221.40738,1558387.18068,849363.58728,823395.83955,898317.6242,643951.93574,736960.67759,696235.34698,NA,NA,NA,NA,NA,NA,762452.57458,555621.21295,471265.32717,1583146.29022,573561.61379,1296306.84693
623.1356__44.32,1648796.54712,1979155.98136,2242504.14316,2201828.13011,2760618.22839,2515214.25241,195135.02413,50058.42899,325639.51682,574273.80529,414176.95431,261225.38793,NA,NA,NA,NA,NA,NA,759951.61945,575073.26936,604836.00958,1601265.42904,711736.87938,914568.41253
624.8062__38.53,526641.74841,1140596.04553,979224.37605,857575.14285,762975.0851,969280.28358,900903.59944,1275030.6834,819448.05845,1008808.74093,1009496.36173,1019463.63695,NA,NA,NA,NA,NA,NA,3121288.99697,2781763.63296,2830992.71665,2714224.28882,2973724.31736,2731356.51394
626.8031__38.72,1227663.7947,1661490.18445,1762153.9441,970970.77543,1043184.82134,1511438.45236,1410954.33974,1144411.97038,1588178.95389,1287782.39978,1404602.8363,1289188.44083,NA,NA,NA,NA,NA,NA,4183209.22384,3623659.79099,4175552.75026,4415649.38085,4306501.63105,3921969.61173
628.6242__38.22,NA,NA,16635.13918,NA,NA,NA,NA,NA,NA,37369.12736,NA,52597.70347,6129509.40707,5947045.69102,6110183.76463,5237278.95461,5698457.38192,6058024.75297,NA,NA,NA,NA,NA,NA
628.8002__38.55,565550.88308,540940.94393,557012.07908,336357.84396,294152.63333,440439.2028,567385.93203,469537.20012,348195.30012,358107.64496,419764.04507,515031.45709,NA,NA,NA,NA,NA,NA,1635884.09647,1530947.81685,1661025.22749,1687633.27767,1662517.19924,1525028.50752
629.1531__42.75,14370340.42368,16800849.14076,19980991.57381,16878258.54854,18208801.32786,18871528.6285,4739489.36574,6166035.33953,7447697.48779,7461806.60474,7814103.74249,7008087.76757,NA,NA,NA,NA,NA,NA,6118243.89274,5143626.42018,5609206.21235,7249251.43384,5640861.43243,6305371.82229
630.6206__38.17,NA,NA,NA,NA,23406.85682,20743.17851,14817.12533,16909.81271,NA,NA,NA,NA,2568903.79832,2205244.13798,2648532.14712,1951280.9152,1799803.13921,1491823.03943,NA,NA,NA,731172.85284,NA,NA
632.6616__38.24,73497.78064,73280.14395,24247.32808,100426.11347,76177.32299,45323.94659,85007.47274,37146.83095,151379.59347,62503.16968,40670.5485,54828.42524,2208483.13498,3497182.49184,4249583.05526,2018744.57176,2100400.49716,3879967.77239,881001.14233,NA,NA,846149.30904,NA,NA
