Sample,PLASMA01,PLASMA02,PLASMA03,PLASMA05,PLASMA06,PLASMA07,QC1,QC2,QC3,QC4,QC5,QC6,SERUM01,SERUM02,SERUM03,SERUM04,SERUM05,SERUM06,WB01,WB02,WB03,WB04,WB05,WB06
Label,Plasma,Plasma,Plasma,Plasma,Plasma,Plasma,QC,QC,QC,QC,QC,QC,Serum,Serum,Serum,Serum,Serum,Serum,whole_blood,whole_blood,whole_blood,whole_blood,whole_blood,whole_blood
163.9404__23.04,74771.45994,1356735.58157,1252746.21885,890886.33511,1366366.5198,205316.3912,926816.92129,1073612.92864,1215234.28358,1314092.5299,832696.61582,1334626.71609,1352011.73507,1334589.564,1325751.33183,1278970.57783,1060352.28792,1287302.87789,1338507.77635,382834.70393,38019.68908,57969.85959,1386678.79171,459534.86606
163.9562__47.02,288622.16466,181221.41752,133728.10105,126182.51014,95101.41165,29631.87873,248016.32487,120507.25756,14372.83611,NA,32027.3735,NA,343986.21334,493322.03443,414875.41757,464453.14199,307962.20555,449454.07991,31638.91057,21084.31175,19237.5424,29135.68165,NA,12911.01531
164.067__34.64,12499143.72168,14378949.92916,12048833.04058,13818623.75433,12687804.03589,14992417.7748,15514294.95781,15083485.19757,16120979.57288,15697466.74575,14821745.50781,14646518.85178,2879549.22178,2947655.38021,2693035.96521,641750.34436,3053878.722,2677472.55308,21006157.19816,23202713.98099,22784071.60393,25345983.85091,23086658.40291,23511422.13626
164.0683__40.14,6814439.37981,4926202.3372,7738218.47747,5283854.70692,7783570.29795,3126280.55967,6029433.68384,5573022.13706,5780289.77235,5424397.33224,5793477.74877,5802322.97529,17938081.83054,13169139.99299,1193492.57673,1512135.02862,13451289.15747,20312357.04719,2325357.31891,1428111.2332,2249185.0862,1270158.0701,1329746.22155,2391045.62268
164.9207__44.89,4365618.02162,3632325.84704,290184.09661,4298128.92383,4450544.03445,3965496.71411,4148918.6826,4377022.82885,4190647.14315,3978758.51982,4027443.15136,3976815.47739,19926973.32752,20692784.8245,20946914.88057,31703500.99978,30772022.61712,20426931.97912,1209704.41369,582317.576,351329.59388,647975.15058,791839.02745,1296195.74602
164.9302__38.3,471878.53719,412980.85666,22021014.85668,22149123.99746,27119610.35817,25998733.75899,19502873.23244,19715927.81561,19970673.94384,19746104.19847,19321383.96522,19561331.70995,12909215.18998,879286.96818,952393.0857,930004.76127,946388.96229,14550078.41838,9456178.60575,6951619.51735,7497144.30161,7744171.53983,8901438.7384,10555283.05993
165.0548__59.69,15783940.25283,12478012.72951,10122117.37894,16673830.67658,16576090.56724,22398161.81243,16877781.35893,17403502.68432,17371833.37539,17331394.40318,17978265.0482,17742737.09351,16670760.46257,13913065.31987,11432656.35362,17533268.77394,17897330.75427,18406773.54877,13937705.76764,10020290.09705,8702284.57121,13312392.32041,15301243.31551,14984354.21347
165.9879__38.77,747127.66147,423262.22568,413386.65721,1232684.79817,781671.86474,377497.63885,1197399.34416,1053301.31744,1066047.7577,1082875.64166,1215830.65565,1134346.42345,159891.67217,83480.64259,183797.04308,96789.26785,273733.9302,389744.01429,1253454.23011,1180493.13794,682328.60566,857947.73558,1339938.0735,1360361.38515
166.0262__49.88,4281503.66521,4800588.78622,5360914.33144,5471983.95153,5325862.24877,5077146.33813,1915475.9579,2392867.6491,2825724.68525,3038555.44905,2974571.16456,2867021.41898,21961.86503,14788.18297,NA,NA,7399.11556,7073.52386,3655552.92016,2991557.4344,2915829.63459,3532441.04282,2010454.46973,3208503.25249
166.0582__41.92,114720001.16332,157424307.70933,1283203.84848,729386.30454,3082962.27094,207413170.96171,81074370.37487,80101421.46721,81603479.0651,83811750.4337,80700445.81069,83252411.03719,259000124.34926,309656414.63209,212961070.62748,304151068.2753,27589700.51518,7527522.76151,25798478.81965,3667294.15273,2743952.59391,17608820.60884,2397344.1762,2665211.24703
166.0864__80,236900900.54707,191126901.57749,203265754.11149,336096983.41728,258655463.07764,260221013.9847,253945807.84335,248606744.7853,250564687.42698,252241095.20308,254318013.97438,252335315.25409,243928742.89951,222613971.3695,236984561.82872,240117441.34181,343978023.14169,286258920.54794,203915956.99347,167405285.23147,167212873.09328,174313284.3167,298519615.18516,223167175.91913
166.0864__104.45,217540939.70918,184126520.3027,195817001.93968,301721763.84413,250986204.31008,265294939.97826,258654825.215,235064591.95088,237503057.95373,234037851.02369,227540171.77351,247824148.3947,218577577.52784,208731906.19442,244323311.15498,233286423.12419,466269780.73201,274155331.99802,165275706.85688,159366900.20138,165543470.11364,172883950.54437,262935006.87767,217426726.53703
167.013__34.84,251308782.13091,258134024.50326,242597194.41996,250294052.45327,240556715.12302,245728291.52304,158042717.9943,159163152.23322,161128133.60298,154430235.40909,146331533.82881,154349938.58706,4865179.5154,5048294.0918,5107668.10407,5530441.63421,5729783.22232,5307114.71294,164413683.36745,153985721.34257,149340910.44698,140035641.8122,150800619.69942,151754028.26448
167.0314__41.68,8341054.27929,11613288.95271,7622264.55714,330297.16529,153041.90259,15019560.47233,5428215.37085,5818407.37664,5897362.80068,5752453.75212,6017447.40087,5768852.36307,1340843.30365,1862279.01278,2660261.05239,1700108.87064,1618693.96108,2606586.40213,1448524.86798,1531411.13234,1473011.45599,837767.02397,902276.64275,1228273.14319
167.0565__51.18,3635917.19892,1279317.95694,792716.78119,2223544.91317,422633.95111,4402250.49704,2245811.04026,2231326.48198,2138809.44843,2191919.0791,2214827.20391,2178157.70301,4341087.28481,1563782.76735,879575.96638,2057565.6742,2659738.32535,638200.5469,4133477.5154,1178882.83227,739133.57618,1707594.67831,2372983.53693,460604.11483
167.0565__62.6,1936594.7819,1891076.044,750344.76457,2728386.87975,218726.78714,4943173.11928,1768172.76636,1810267.65439,1775749.60393,1669472.27942,1762662.60143,1868634.96818,1937608.53221,2156328.4086,905381.2637,6296620.33907,2851313.43907,286890.42648,1779118.2628,1309988.98854,694972.77255,2002279.94916,2382218.85528,204926.82181
167.0565__92.62,347072.02798,1217991.90685,398287.92609,1494719.19629,37082.0571,3445873.0708,352752.86734,854537.09515,588055.69542,709442.64633,586838.00312,856425.53088,379773.29733,1337030.85785,661554.086,3037435.07003,1739771.33147,69092.17184,385186.30592,878151.66168,307304.93142,1436536.26118,1592183.52655,37836.32843
167.9773__26.61,836489.01539,681694.42128,1019973.85165,950837.95103,435403.63233,1421062.08608,529399.64117,1444475.02174,810012.11613,1016044.46571,1298206.45538,1313458.29432,65268.31262,1712293.10925,778726.70435,590855.03252,965688.93662,1669918.77853,524342.2063,1045825.5351,633251.84352,893370.81104,1031028.76727,833921.32329
167.9773__9.04,110620.58789,429903.30129,292268.11757,335575.89323,264925.39356,276621.89289,45272.17493,341046.85091,38782.52415,399980.63166,260303.65624,287942.97667,431239.34795,129529.99396,547086.01445,729875.1643,293396.50652,576858.29812,405193.60452,396130.20085,51943.26369,34203.04064,848216.85813,282803.32634
168.0135__52.93,123643.68891,3004774.67464,70080.72404,24271.15088,66238.01279,40357.25638,105630.96699,114492.34534,95917.46139,50133.15478,97341.81099,85020.7439,1707951.6099,1570051.45245,1385097.87651,1677861.65981,1570925.02376,1642475.19136,55024.8409,68892.03735,97679.20126,64870.70691,75332.76628,111060.26362
168.1021__62.45,1028284.59383,1333529.68662,1448210.89683,1738036.32418,1308373.33628,1007773.30986,2335515.56319,2428385.89851,2370430.98271,2416295.60599,2505397.45471,2380828.3786,1497339.86864,1311530.26816,1330485.27787,1594127.60785,1433177.03335,1265451.71224,971781.67172,1088621.94033,995807.2365,1036504.70296,996617.88957,1013305.5067
168.1021__44.22,2308284.00394,2952906.99279,3070890.76196,4037860.7369,2298461.73951,1963705.03649,5236463.77346,4893488.28366,5019164.09987,5387441.27113,5211816.97205,5296807.41962,2942599.14219,4059657.19709,2694598.09819,4624600.03544,2599167.08098,2270393.58661,1998138.682,2009646.92457,2102516.88406,2033642.34111,1932750.09647,1834042.22382
169.0358__43.47,35897218.45676,37648178.81872,42462549.80038,34290405.04645,34024320.18509,31927995.91744,36056678.10306,35307459.0392,36956966.42734,36123742.79617,36668282.44601,35895507.90629,43723882.88474,46769845.81759,53656585.56738,40441188.64869,42689078.56063,42013049.54667,17668527.70574,13301712.98108,18686634.86453,13592000.0753,18688412.60664,18993601.3138
169.0584__37.15,1921159.14111,1268805.14387,1454536.96092,1256359.44754,1234542.35235,1279518.08548,1150062.09289,1142993.86714,1198274.20813,1549741.23576,1375801.70786,1405172.36611,4526185.64452,3008022.70873,3784749.97233,3100147.38126,3250744.73541,2973663.72176,864827.91534,21538917.76509,441993.4852,489285.76415,844711.75859,21083260.51616
169.061__62.48,80892.99557,30939.00886,5084.97061,6388.23538,NA,18124.87804,481907.17972,421427.48971,518677.41216,552132.56687,545659.44498,555248.3059,75333.92684,11093.52998,6265.15391,8195.12828,10422.66825,NA,942204.97849,1429693.06203,770866.36222,371513.57288,1542080.93928,1187644.72256
169.986__39.82,2410844.98372,1343329.31344,1024404.41177,2213800.55977,1430500.92124,2452147.78979,5681282.61588,5596630.07041,5589672.89371,5744802.28913,5793651.86471,5624339.8838,4983217.41148,14384556.73867,14630968.07527,21387560.35431,11686752.39523,12793863.45566,4108546.55329,2362393.61565,2552043.13838,3513551.09505,3858412.61736,3518205.07035
169.9977__25.11,593019.57573,5983235.93368,1947947.60401,9204717.94055,629582.63098,9410935.74512,2091486.28243,9669961.09808,9254576.35094,9037973.85568,1287513.87826,1891894.17325,744480.86043,1353716.00616,753851.21104,1321302.3278,2276527.63855,1391846.16206,1904134.9416,1289629.77942,1873973.97883,1221582.62457,1891405.08984,520827.69375
169.9977__8.42,1180254.93461,3969187.0485,591182.25052,516655.36371,51973.3257,494074.81015,700368.88382,488265.95415,559656.30572,581039.15273,1921985.47792,3116270.48322,788259.12738,1129071.5916,980524.80778,431116.92065,715240.54674,707537.6976,3205678.59249,332692.88915,603642.43686,3335992.09166,560843.77119,49923.26911
170.0391__41.1,1358646.59265,3796163.52145,9439403.36377,3183506.22942,1189374.63599,1549869.11021,8293985.66844,8210691.10299,8270881.65095,8741583.1194,8422517.63229,8178772.52233,1817999.16225,2341951.55812,586982.88419,793031.77879,1925691.56965,1246116.88743,19797882.71993,20751145.58122,40283045.14129,17538802.52096,19639473.04362,20700703.47235
170.0412__34.57,2658823.7688,2674214.80087,2223534.67415,1134668.2023,2682196.61413,1237533.63887,2316991.09785,2205278.93874,1438021.04427,1735974.16673,1423143.40131,2286706.15549,497117.57894,566376.13631,468407.54643,586961.46509,493847.4599,565458.2906,1946374.21359,2122771.74024,3121997.23488,2192012.74923,2473641.35972,2966524.87988
170.9432__38.22,1057651.13049,1219198.037,1504363.67201,1040559.43389,993416.47231,1087984.87528,2211416.15432,2078219.57321,2113642.67896,1971990.3553,1946140.96367,2095463.30145,NA,NA,NA,233459.14222,NA,248376.18431,4672936.59377,4084867.95824,4992046.78228,4559806.02606,4539610.37575,4443045.53425
171.0346__24.74,4410213.89014,6715831.69524,703544.36823,3107928.55381,6959416.69889,6936448.41246,3843720.10762,6955145.36512,6913064.47191,7065738.44108,3020101.11138,4633091.51048,6834802.16579,6709682.54345,6757575.09566,6946801.49412,6787909.10109,6771623.17652,7156014.16308,6883191.2947,6862015.69908,7316319.86068,4241225.11571,6397237.8259
171.1129__60.15,4451392.67426,3107562.55054,2993490.34068,3520840.51305,2895386.51433,2973511.79855,2204970.12202,2798112.49711,3314330.96071,3677336.44073,4042165.3122,4347483.16896,4030229.83583,3234853.40298,3346709.06264,2855445.89658,3153357.10527,2929628.18482,1991243.87536,1824323.18793,1053481.66901,790321.01959,1121314.08681,999502.45924
171.9931__25.48,35935194.03617,34689776.24767,18275179.98653,32585325.07479,13906490.86436,32557105.08805,19557172.56724,32915091.21546,31320648.29983,31575183.83384,16277610.30719,33321758.49496,39526185.03723,26770079.95219,17157362.15497,38037282.32026,38658597.39638,40066902.07455,14673159.74543,32270401.45164,33487124.4433,31561511.6957,33232833.95289,31091131.89954
172.1333__43.05,979034.67406,2115308.74313,2415918.04838,3954630.78958,926959.33634,1199383.25883,10305148.56519,10377546.57877,10419023.02493,10659904.81903,10751904.60788,10252219.50679,1656180.66719,2024930.57711,2427207.7454,3166916.17443,1631926.61078,1604658.33267,4319072.37823,2481516.99222,6552671.26382,3500838.49897,11656074.21364,3581051.35691
172.8517__38.34,733289.95745,686097.35487,787254.55191,642802.14172,688950.2223,820674.50461,1411966.44282,1373521.86881,1327369.1161,1416913.14666,1377512.72608,1332825.87999,NA,NA,NA,NA,NA,13912.56478,3171540.71598,3098281.6021,3051224.59124,2858989.93576,3135174.88949,3142216.42747
172.9966__25.01,31312.88396,1101031.87808,739189.03611,1175373.73506,10068645.42853,6040917.39094,1349957.25984,5937185.13638,28860.18314,9833997.79716,703906.42474,1048296.69214,1196602.52551,843498.2549,1296952.22253,1224479.24315,1242418.16139,1217078.50975,2012602.68296,878535.38687,1226994.09911,10356390.00482,10469781.75547,10461593.59717
173.0785__51.18,26114850.63559,6048962.34598,10085111.07494,17975695.7268,270069.32472,7348507.15414,5664442.9038,19599940.51625,5764358.56473,6820559.97261,7428254.38356,7732035.14068,8702032.85621,160234.62582,9708339.81555,7720474.32946,5609948.12276,191312.28875,4177140.702,8604681.50135,5747278.45384,5008828.12878,4121174.81172,4395936.90273
174.0222__119.57,NA,NA,NA,NA,NA,NA,199961.84144,235358.62266,23057.34089,12250.54975,18116.10996,22235.19638,NA,NA,NA,NA,NA,NA,65406.9675,112221.24482,129086.06344,170669.07817,155924.27012,206769.23084
174.0344__48.5,2345161.96371,3983001.13255,450722.67681,2445954.90329,2019215.50011,2133478.48767,3910122.24273,3946844.40403,3799969.84377,3885860.47115,4067029.08764,3987714.27492,3572922.51765,5362547.03917,5955288.59149,275772.64504,4771369.6732,415200.90936,2476594.60439,3421164.11827,1952137.0716,2725458.74644,2602953.52187,2176132.16137
174.1489__81.98,887672.34731,563103.08151,545323.23126,665287.53756,393068.54352,434269.99386,8997494.33551,1677380.4311,1731508.98575,1028089.35347,1571935.2953,593644.56311,910727.78838,937587.28024,901248.57884,868520.79875,901509.10888,921946.48736,588453.50369,399241.88635,599052.7059,472740.29069,505477.51552,669968.23123
174.149__43.1,48287404.8766,54666903.21041,64117231.72777,63575747.27639,57953153.19219,51979605.91664,130491650.83866,130372261.80059,132358282.55084,132248293.45118,134591516.74599,132154433.49549,77275925.75525,68247322.33978,70969086.83975,59649821.38336,65817474.54575,71331484.66784,40546744.09094,37311850.38973,45114519.39915,41285272.07197,36736669.72782,50138522.94527
174.9851__26.07,10279073.307,4411094.83828,4036675.49811,10673732.52887,10176121.57836,9827200.99087,10073763.69508,9589716.76224,4942572.91573,3788086.60057,6056376.34119,3903313.13021,9961081.97423,9919032.64412,10345568.51511,10093857.04862,9833301.00745,7236273.14215,6307831.24992,9821491.6473,10683925.20137,10727384.17401,9431467.83091,10620825.5849
175.0017__42.65,1211504.14772,2244198.06887,2797340.18617,1462854.43585,1152020.99285,2855042.75543,8192489.29923,8392294.00757,9078150.33034,8899203.69575,9415947.05762,9372489.94494,411917.93263,1867700.41107,2408495.29299,2250990.87975,1151730.67156,2262596.79395,13979095.35859,15497391.41694,18994993.93122,18957432.2435,16109217.57992,17700289.29855
175.0315__51.11,1574552.72703,7418030.32585,6446613.65635,5526969.62686,5846424.94262,3598867.86626,8172166.1424,10603639.98162,7596719.24989,1606696.78654,13222506.60993,2328575.67717,2763838.79959,1935385.91096,2014513.84499,NA,1913818.04049,2380686.76693,15312014.78754,2528845.06424,12977143.09879,16784844.3832,8643263.43933,3459900.11793
176.0112__40.18,180359.22345,20791013.92146,1370797.97226,11499575.40845,1791896.68373,19303227.54888,2549485.92089,2270285.70728,2205699.00663,1633961.57727,2313555.16507,2098591.98587,37127.92486,7990213.69837,239915.65246,9708791.66027,3705847.44005,408357.14211,NA,1510402.49438,30072.25391,7848881.77213,758457.55592,156301.16715
176.0136__25.59,6250779.40228,2583201.53229,3854854.12441,6031721.30309,3647041.10153,5962486.32505,2377906.45503,6007889.52834,5885231.69259,6464888.04455,6195536.45315,3711663.89243,5632113.48557,270123.91598,2353908.78009,6031592.24153,6300748.30041,6483663.71174,6072562.82639,6402249.23416,6121346.88345,3669367.22051,3338338.23753,2221919.48346
176.1082__32.24,NA,NA,NA,NA,NA,NA,122872.28369,77380.90121,148110.24614,184717.30105,180471.55567,180835.29997,NA,1957634.41419,NA,NA,NA,NA,18398.77697,1780498.83082,285079.00843,170849.43434,36673.95047,18404.24797
176.5539__11.24,52023.54208,447551.93215,28663.48653,327703.46995,214346.63447,465041.64681,1078962.12172,1192518.50529,631715.249,428196.85157,449563.97128,1079006.62944,456472.07909,457096.69316,456448.04684,551756.29778,450661.75519,467725.11786,416174.63531,56239.34758,341603.83645,427638.73967,396467.871,514466.74277
176.5539__34.01,1967122.07875,2172093.83909,2430997.58389,2136728.00655,2145164.03462,1743769.65131,1687536.67227,1380053.89678,1595617.3121,1244583.94824,1514286.95194,1303621.93992,612530.33847,667388.80582,654375.8367,1112744.43374,646353.34431,642902.62989,1427140.60242,1225414.96517,1035168.6287,1228749.24075,1418619.19092,1309111.53634
176.972__25.49,6855696.52277,12863329.72336,13225221.45357,12682652.55337,12382576.61741,11971530.80357,13309815.23139,7775515.68401,11784567.9188,8220183.12366,5934437.40826,11862580.69909,15714828.29354,15255246.23697,9155741.75379,14524428.84394,9245653.9042,14580793.12769,11662707.58671,12210974.52027,13141171.0436,5551205.07375,12629290.92485,12928872.32247
177.0611__38.22,1493698.04285,1515355.19819,468966.58561,1766301.66455,1699231.76026,1263009.98287,2484939.84782,2440782.32141,2462747.06156,2254907.35044,2417836.92131,2132295.87489,8661378.98072,8676258.18791,9486007.78065,11324521.59874,12250469.1767,13692583.55262,1100654.52057,845370.22748,384544.94546,708228.76597,400699.39804,1256938.08009
177.0871__48.35,8169481.13326,9349830.50231,10134190.30224,9514679.90751,9863695.90231,9930800.35123,2944537.53581,339924.61153,7288706.21401,4127741.96715,341815.32833,459303.37967,996311.83405,802501.93217,1134959.99248,786809.1668,9806065.52378,199480.3768,5575219.67223,4834977.24729,5360130.1287,3548393.91338,8789683.59459,3388996.83993
178.0863__42.31,951517.43238,3049835.70082,2638801.03077,2424817.66332,925633.11115,3086325.30581,1502637.08311,1506618.55187,1843221.34714,1665260.91196,1758159.98066,1862199.1433,1443052.52719,1552208.73796,1365172.25549,2131015.02173,1323603.38201,1489682.25629,1798967.24837,1652817.09778,1860063.81802,2973286.0107,1398887.4812,1950997.09089
178.9908__29.66,807113.50833,832703.97137,2456485.49866,819963.7688,853479.44254,800512.66897,854671.39735,687418.2606,871021.56308,764676.08185,677804.43741,716806.28637,1022010.02153,1109090.51589,808942.73768,737737.79929,2163007.64149,862009.84211,937270.71657,911398.87091,2187049.60278,787452.3717,729195.37919,775757.99317
178.9908__15.87,61829.4015,886624.60948,897380.6961,876069.25142,904844.63442,936738.75349,2417893.41405,508598.05479,51805.17868,863608.98121,731486.82792,1975196.59332,1064146.31879,828885.85584,985092.50001,1219543.56505,860669.73282,864709.48222,1374247.95991,629050.51695,904693.14194,893486.06263,393697.36749,919552.10635
178.9929__42.7,162429.62266,90639.32918,81880.9155,257010.39225,264137.42027,115365.41954,453871.5593,482662.10327,346573.54392,502653.41115,376530.2162,539631.47464,816212.1645,676586.50628,687693.05352,705158.81373,867130.71275,609404.33208,38298.42474,NA,136802.34021,114544.09049,169401.09163,159143.50077
179.0905__40.01,3112356.33147,2414094.87787,2471638.46153,3852400.302,3453753.64149,2477360.65344,1364382.7735,996500.58305,1105670.32737,1183270.56757,1156949.56636,1329112.66859,2392805.81546,3404367.35632,2049402.16194,2561553.14653,3952931.25676,3443312.48988,4259939.50041,8702877.90684,4693293.98385,3407186.9951,4245423.72076,4199112.3393
179.9905__25.64,283711.36238,9194520.7032,9418395.42744,5724683.8384,9436461.60266,10399221.74554,9158422.79501,6421558.68459,9504760.65836,9523390.94204,6407325.52432,4381430.93157,10854604.31017,6389067.62608,10810809.03552,10109846.40646,3956056.68453,10176038.0862,4999422.89351,9593353.16936,9443165.90882,10280398.79219,9359390.87164,10777586.20842
180.9899__30.38,727824.35258,741546.00053,716318.85548,663751.19488,782658.02727,730495.91887,734381.91189,116710.92685,99954.43278,966552.5364,148082.02321,146895.20759,765361.58758,966706.64132,793279.03183,788207.39104,1069982.05662,785229.46017,759639.91348,1592978.74137,2312181.45264,924685.27459,2398028.42215,1376506.45331
181.0085__39.93,11197175.41166,10705146.28676,11292913.35218,10641166.68575,12263349.56776,13003073.89532,11250873.4009,11356440.83004,679148.20966,11152808.86489,714636.87112,11261827.88424,1600183.56914,3028975.57969,1364276.33084,3769746.04312,1523385.06356,3550405.43494,627428.72432,732001.46455,13151978.81661,13326328.94864,14691982.49386,16314805.13635
181.0261__64.17,190605.41457,228875.87994,227578.88553,341118.02407,314414.55726,247124.9885,1617413.05859,1682659.65295,1758796.87139,1721875.88759,1852849.56269,1810650.51646,751716.52104,932384.98159,859426.73932,728023.01235,806598.98959,817818.96685,125028.24113,198443.17817,188266.63933,133900.29979,146092.82431,595516.04037
181.0721__98.45,63141632.04346,10989278.52469,31171273.85437,64468254.48101,10018355.44453,49410442.3976,35730368.84068,35859034.78603,34447695.961,36565068.92298,30841076.61901,31928635.17064,22626136.11525,30104902.78415,30700916.87035,27997594.14947,60632529.07991,10001372.01721,42923125.06872,25489818.80608,29187369.93752,15861325.99041,18742670.73183,8836131.36127
182.079__43.38,68422502.72725,58137964.75167,41981430.93995,73245191.35288,73597449.06831,97131858.06884,78193466.36313,75013487.63449,78323811.52875,77246256.32173,77309643.70154,76556113.84218,73003549.14235,61398141.25134,50747778.39852,76540755.27426,78661958.13084,80484951.16561,66315037.13604,51718283.69642,39967448.50272,65789076.31405,70501197.20207,69722233.88741
182.0814__59.67,38988871.83356,30786463.67305,24798364.78775,40691360.57016,40238617.3493,55308305.55146,42084204.72311,42538111.09178,43133951.98352,43077986.03498,42928426.36445,42825064.25679,40516966.84576,33799099.81101,27861977.81034,42161844.85623,43691931.87409,44688173.0694,34594689.48534,24646828.49379,21133047.47605,32508812.92405,37131685.69106,36435895.28164
183.9889__12.97,142702.67097,114527.87563,105106.84475,131773.83283,116263.09397,97219.13563,133979.76305,106969.92161,112228.19386,139674.67193,245196.97543,98697.12148,136598.60351,115934.77437,112406.18541,132050.86728,144569.41432,130372.70081,29578.20722,116342.86467,350665.74825,44040.8773,74829.53987,262609.35444
184.0582__26.23,611880.79078,589998.83322,583113.07103,553048.38536,598653.76614,1073051.13931,533548.979,567103.87553,558255.26078,1384837.53359,616814.7929,882299.65691,573102.62721,553987.35862,570435.64197,584400.50409,538780.18109,568258.41507,682380.65877,852096.83516,796629.93848,847018.41774,860295.01476,904460.97366
184.9694__25.04,7713701.04622,3909549.41151,3378444.62805,4714478.12884,8021363.09606,7700901.01434,7541644.36905,7099625.19103,3076026.36406,8252950.41292,5784998.95818,8224761.42896,528612.00057,3081548.32857,7822268.38519,2875332.94492,3937563.0205,7777240.44732,8406666.87629,4125273.80948,7346629.90297,3096891.24311,7444081.96674,7844929.38579
184.9799__48.82,82961.274,122031.9634,84460.52662,122608.71663,217941.0229,136391.6896,210276.26565,288791.64024,343723.47133,306243.8819,317286.28811,358400.80491,596464.94688,779665.13624,716949.38041,920551.60422,653251.93942,777121.74187,75778.38269,39554.56195,33674.50671,164644.12099,124610.2853,62049.98552
185.0423__39.82,7961813.97759,6781898.11889,8052808.39025,669041.17922,656922.81649,6399783.96784,716161.87263,3493577.52456,3554725.62037,3513448.87771,3339813.31596,920930.94061,12501422.72582,9590444.11388,9754383.02753,7781596.2578,10375275.33071,9036189.67406,1188172.62021,2019632.56137,1127763.18784,933274.14988,1727872.51352,2109428.37771
185.1286__119.63,1537057.28365,835157.34236,1138546.89918,1924777.4395,2990287.51882,926716.74697,1552791.37951,1666549.39192,1407927.53092,1648374.83689,1448340.45002,1633812.43074,1703881.13882,969883.98003,1239644.44989,732578.63563,1759920.87508,2783811.64539,1683415.60775,1744343.11962,1587155.66101,863384.27546,1934333.60932,3218312.28816
185.9599__39.4,375739.03425,99777.34712,191534.98508,469947.58895,320486.43,409243.1511,1737403.90453,2060045.69329,1890418.87756,1566963.46793,2056561.88601,1947086.38323,NA,728804.6638,306906.19679,1024490.72355,253836.72972,297566.18117,3523108.6612,2462573.14818,2691236.61007,3629598.04216,3584632.97613,3231843.3778
186.0187__34.52,3543647.76732,3161334.7592,3318175.2817,3294481.5579,2928420.92273,3526892.9944,2345737.38962,2371035.45412,2290514.08514,1827466.06165,2078553.03337,2134969.55358,224068.58447,225069.88502,222909.60757,223829.38855,257781.28627,256066.80123,2826249.64713,2276079.83148,2047878.25127,1758744.14737,2462062.85993,1848142.47496
186.1127__42.95,3588621.80208,1928192.29576,4153348.51433,2847407.27033,1936764.52462,2182773.23649,3215323.04563,3027339.93942,3394296.9632,3241893.10499,3335022.68423,3259227.12734,3024200.64603,1557628.06216,3368441.68907,4277912.87942,2060283.65194,1582108.74341,5323283.11756,1991494.81288,5729919.81539,6137085.45858,4143521.43762,2633365.98328
186.5395__50.95,6452309.77609,7481562.78586,8292530.03557,8126050.72311,8380206.16873,8421727.53233,2759248.98701,4058809.54252,4984713.55672,2894816.92577,4629577.07382,4482731.00073,NA,NA,NA,NA,NA,NA,5844151.85528,5192251.00211,2639799.31919,5981434.38254,5538754.89989,5324703.21927
186.9564__25.22,9875299.32744,9550918.75163,8474732.13883,6010835.87353,8749991.92238,6075079.96698,6020001.69739,9025774.99941,8627638.13764,5530491.78537,3025465.23157,7975002.25645,10865516.22197,6694627.46286,11269680.39322,10382787.11521,10713873.54377,11231575.85455,2566745.17188,3965396.75732,8070599.54392,8579682.01142,2083628.56801,8391398.64299
187.0715__43.98,5408337.78941,6222027.88646,5344845.62349,5044254.8345,6070084.56283,5881669.04613,3106757.55812,2826322.90537,3653138.02566,1213759.71419,2521088.71812,1207694.6787,2352325.77604,2607208.08942,1503256.05246,1850960.9653,2827205.33175,1646320.0913,4057805.82276,4026438.81369,2699711.27065,3802780.37323,3035643.79886,2715110.41283
188.1283__39.32,6589986.93926,846602.95528,4320117.42358,1295345.63006,4271568.28236,3782010.44603,842239.06422,1007183.16177,1140527.19596,893809.9801,843603.56166,4186126.89996,6263142.02317,4683485.36145,5214210.42903,4086064.02034,4415172.05121,3820086.84143,8083731.93968,500604.53478,11769331.37272,807902.08591,11989634.15937,931184.78707
188.9558__34.82,1264096.1998,1303018.38648,1167541.7659,1648431.16909,1469029.21774,1445740.47489,1332055.45528,862571.92037,1217657.17185,962693.38792,1069354.54673,1053771.75592,NA,NA,NA,NA,NA,NA,1143859.19648,1185713.41499,1634680.93917,1476591.38092,1475131.09123,1579021.79444
189.1235__42.32,1862428.13861,2764585.33174,3062139.75945,18478375.08483,1262961.89884,2007480.27204,5548441.90065,5638000.70431,3574741.69778,5836343.81816,8814053.929,6012149.87784,8076154.66387,5224047.7449,3998584.22146,838362.34274,1611845.38747,2614326.98647,6657060.81686,1082850.8576,7614957.31713,10151649.56305,8842888.7273,1742727.2614
189.1235__65.86,13059.89724,24641.35643,1195259.61219,11168.7036,8785.62341,7991.95913,3316685.34566,3179886.45562,3064990.27015,3402151.91411,3273425.83722,3164913.3965,4697.5922,40355.20196,1485171.41505,674782.82149,14241.09843,73237.47196,4469149.27607,15455766.56218,1070247.66498,3124233.72633,1329264.85182,3479366.78202
189.1599__38.04,6143316.34494,4733167.46008,4945637.38492,4875411.62393,5904830.26781,4734524.50519,11251958.77878,11568642.16785,11004080.58948,11249708.50794,11798639.92529,11383088.50383,8868991.79227,7563232.79662,7221862.14881,6100921.97495,7091571.23208,9066870.83442,21826382.89189,14341969.99228,17642646.93836,17881775.36875,17036309.5623,14483505.01479
